HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.image1,Input.image2,Input.image3,Input.image4,Input.image5,Input.image6,Input.wmc_qc,Input.wmi_qc,Input.nwm_qc,Answer.image1,Answer.image2,Answer.image3,Answer.image4,Answer.image5,Answer.image6,Answer.nwm_qc,Answer.wmc_qc,Answer.wmi_qc,Approve,Reject
334ZEL5JX6U8ZHW4MVV7T69NQGPOS7,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:44 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:44 PDT 2021,,,3ATTHHXXWB48MW5U8CTQX1QG32FXI2,AC2R7AC4M5MG2,Submitted,Sat Apr 24 17:43:50 PDT 2021,Sat Apr 24 17:44:49 PDT 2021,Tue Apr 27 17:44:49 PDT 2021,,,,59,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss514-6.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss514-7.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss514-8.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss677-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss598-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss786-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-3.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss761-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-5.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Wearing Mask Incorrectly,,
334ZEL5JX6U8ZHW4MVV7T69NQGPOS7,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:44 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:44 PDT 2021,,,3WETL7AQWUOKUA31H3381CX7RL9531,A1I6W7KBSDHOWB,Submitted,Sat Apr 24 17:44:03 PDT 2021,Sat Apr 24 17:44:54 PDT 2021,Tue Apr 27 17:44:54 PDT 2021,,,,51,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss514-6.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss514-7.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss514-8.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss677-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss598-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss786-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-3.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss761-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-5.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Incorrectly,Wearing Mask Incorrectly,,
3VO4XFFP151P1VPSD5P0NK8RI3U7QB,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:38 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:38 PDT 2021,,,3A4TN5196LYKN3JFBYFIJC4R27ACHK,A1Z1U7HLU0K6JU,Submitted,Sat Apr 24 17:22:49 PDT 2021,Sat Apr 24 17:24:59 PDT 2021,Tue Apr 27 17:24:59 PDT 2021,,,,130,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss170-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-2.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-3.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-4.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss484-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-2.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Not Wearing Mask,Wearing Mask Correctly,,
3VO4XFFP151P1VPSD5P0NK8RI3U7QB,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:38 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:38 PDT 2021,,,3JWH6J9I9TTTNUDK0WE0DCV56YKBNM,A3E3R2Y577HGEN,Submitted,Sat Apr 24 17:30:52 PDT 2021,Sat Apr 24 17:32:08 PDT 2021,Tue Apr 27 17:32:08 PDT 2021,,,,76,100% (80/80),100% (80/80),100% (80/80),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss170-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-2.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-3.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-4.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss484-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-2.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Wearing Mask Incorrectly,,
3VO4XFFP151P1VPSD5P0NK8RI3U7QB,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:38 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:38 PDT 2021,,,3V0Z7YWSIZGC7MMXJU7GM0MEYVAV2M,A34JT9RNHPBH31,Submitted,Sat Apr 24 17:43:58 PDT 2021,Sat Apr 24 17:44:13 PDT 2021,Tue Apr 27 17:44:13 PDT 2021,,,,15,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss170-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-2.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-3.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-4.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss484-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-2.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Incorrectly,Not Wearing Mask,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Wearing Mask Incorrectly,,
3ZZAYRN1I669EH9JBV0X3B59SZ3OTW,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:44 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:44 PDT 2021,,,3CN4LGXD5Y43EUWPSJDOMEN60Q7Y4T,A3AFLE1W4L89MH,Submitted,Sat Apr 24 17:36:27 PDT 2021,Sat Apr 24 17:36:43 PDT 2021,Tue Apr 27 17:36:43 PDT 2021,,,,16,100% (2/2),100% (2/2),100% (2/2),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss786-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss786-2.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss285-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss709-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-7.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss467-4.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-6.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Wearing Mask Incorrectly,,
3ZZAYRN1I669EH9JBV0X3B59SZ3OTW,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:44 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:44 PDT 2021,,,3XUHV3NRVLEZOIA0WOSA56YHAQQH5J,A34JT9RNHPBH31,Submitted,Sat Apr 24 17:40:39 PDT 2021,Sat Apr 24 17:40:51 PDT 2021,Tue Apr 27 17:40:51 PDT 2021,,,,12,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss786-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss786-2.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss285-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss709-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-7.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss467-4.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-6.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Not Wearing Mask,Wearing Mask Correctly,,
3ZZAYRN1I669EH9JBV0X3B59SZ3OTW,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:44 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:44 PDT 2021,,,3YMTUJH0DTW7X8XVIDQPEXVRLOOT4Y,A1Z1U7HLU0K6JU,Submitted,Sat Apr 24 17:29:51 PDT 2021,Sat Apr 24 17:30:06 PDT 2021,Tue Apr 27 17:30:06 PDT 2021,,,,15,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss786-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss786-2.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss285-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss709-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-7.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss467-4.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-6.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Incorrectly,Not Wearing Mask,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Wearing Mask Incorrectly,,
3EHIMLB7F7EGOGV84KUCS6CL204H8C,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:46 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:46 PDT 2021,,,3LRKMWOKB6XTG6R7KRWJ76ZAM6G2ZT,A3AFLE1W4L89MH,Submitted,Sat Apr 24 17:36:59 PDT 2021,Sat Apr 24 17:37:17 PDT 2021,Tue Apr 27 17:37:17 PDT 2021,,,,18,100% (2/2),100% (2/2),100% (2/2),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss244-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss244-2.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss294-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss294-6.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss294-7.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss49-6.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss489-3.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss659-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss489-6.png,Not Wearing Mask,Not Wearing Mask,Not Wearing Mask,Not Wearing Mask,Not Wearing Mask,Not Wearing Mask,Not Wearing Mask,Wearing Mask Correctly,Wearing Mask Incorrectly,,
3EHIMLB7F7EGOGV84KUCS6CL204H8C,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:46 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:46 PDT 2021,,,3OCHAWUVGP0ZSRVI8FE2AH5TV63KXZ,A1Z1U7HLU0K6JU,Submitted,Sat Apr 24 17:35:17 PDT 2021,Sat Apr 24 17:35:28 PDT 2021,Tue Apr 27 17:35:28 PDT 2021,,,,11,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss244-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss244-2.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss294-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss294-6.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss294-7.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss49-6.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss489-3.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss659-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss489-6.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Not Wearing Mask,,
3EHIMLB7F7EGOGV84KUCS6CL204H8C,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:46 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:46 PDT 2021,,,3X1FV8S5JY72MGU4I9S5O4GF8EFVG5,AL8KR5GQCWSVO,Submitted,Sat Apr 24 17:44:55 PDT 2021,Sat Apr 24 17:45:34 PDT 2021,Tue Apr 27 17:45:34 PDT 2021,,,,39,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss244-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss244-2.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss294-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss294-6.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss294-7.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss49-6.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss489-3.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss659-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss489-6.png,Not Wearing Mask,Not Wearing Mask,Not Wearing Mask,Not Wearing Mask,Wearing Mask Correctly,Not Wearing Mask,Not Wearing Mask,Wearing Mask Correctly,Wearing Mask Incorrectly,,
33CLA8O0MIQ2SPJY83CCG2VDCDFRF0,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:44 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:44 PDT 2021,,,31QNSG6A5S9LIBNQHDD1QDJEYDV789,A1Z1U7HLU0K6JU,Submitted,Sat Apr 24 17:40:23 PDT 2021,Sat Apr 24 17:40:29 PDT 2021,Tue Apr 27 17:40:29 PDT 2021,,,,6,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-3.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss403-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss15-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss15-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss438-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-8.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss514-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-9.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Not Wearing Mask,,
33CLA8O0MIQ2SPJY83CCG2VDCDFRF0,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:44 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:44 PDT 2021,,,34MAJL3QP532YRZ13YKYWKRTRPG34W,A2G8OW2VLV1R2D,Submitted,Sat Apr 24 17:59:24 PDT 2021,Sat Apr 24 17:59:40 PDT 2021,Tue Apr 27 17:59:40 PDT 2021,,,,16,100% (23/23),100% (23/23),100% (23/23),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-3.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss403-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss15-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss15-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss438-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-8.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss514-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-9.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Wearing Mask Incorrectly,,
33CLA8O0MIQ2SPJY83CCG2VDCDFRF0,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:44 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:44 PDT 2021,,,3K2755HG5TJAEZYNG4MT0XAW7SBDFP,A34JT9RNHPBH31,Submitted,Sat Apr 24 17:37:35 PDT 2021,Sat Apr 24 17:37:40 PDT 2021,Tue Apr 27 17:37:40 PDT 2021,,,,5,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-3.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss131-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss403-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss15-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss15-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss438-0.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-8.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss514-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-9.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Not Wearing Mask,Wearing Mask Correctly,,
3YLPJ8OXX8SCR58LXLMLEGKAO4R4XL,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:38 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:38 PDT 2021,,,38YMOXR4MVFD4C53W6OFYFM4L9D6WN,A2E9INVNGVJ8XC,Submitted,Sat Apr 24 17:32:05 PDT 2021,Sat Apr 24 17:33:07 PDT 2021,Tue Apr 27 17:33:07 PDT 2021,,,,62,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-6.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-7.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-8.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-9.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-10.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss702-4.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-4.png,Wearing Mask Correctly,Wearing Mask Incorrectly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Wearing Mask Incorrectly,,
3YLPJ8OXX8SCR58LXLMLEGKAO4R4XL,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:38 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:38 PDT 2021,,,39RP059MEI9N5CSKOVZ00X6518CBMO,A34JT9RNHPBH31,Submitted,Sat Apr 24 17:46:50 PDT 2021,Sat Apr 24 17:46:55 PDT 2021,Tue Apr 27 17:46:55 PDT 2021,,,,5,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-6.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-7.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-8.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-9.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-10.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss702-4.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-4.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Incorrectly,Not Wearing Mask,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Wearing Mask Incorrectly,,
3YLPJ8OXX8SCR58LXLMLEGKAO4R4XL,3KYKM8PUWFRDDAYLMW5WL5X2N313HH,Label each image depending on how the mask is worn,"Categorize each image as either wearing mask correctly, wearing mask incorrectly, or not wearing mask. Wearing mask correctly means that the mask covers the nose and the mouth.","categorize, image, mask",$0.01,Sat Apr 24 17:19:38 PDT 2021,3,BatchId:4420053;OriginalHitTemplateId:928390873;,3600,259200,Sat May 01 17:19:38 PDT 2021,,,3QL2OFSM97YCXZ5QEWAVOW1NOJLCNV,A3O8R8BC87XGV5,Submitted,Sat Apr 24 17:40:49 PDT 2021,Sat Apr 24 17:42:43 PDT 2021,Tue Apr 27 17:42:43 PDT 2021,,,,114,0% (0/0),0% (0/0),0% (0/0),https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-5.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-6.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-7.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-8.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-9.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss539-10.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-1.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss702-4.png,https://wym-mask-images.s3.amazonaws.com/crop/maksssksksss723-4.png,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Wearing Mask Correctly,Not Wearing Mask,Wearing Mask Correctly,Wearing Mask Incorrectly,,
